Id,Neighborhood,LotFrontage,LotArea,number of bedrooms,Street,Alley,OverallQual,OverallCond,Date,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,SquareFootage,Heating,HeatingQC,SaleType,SaleCondition,Price
1029,RL,79,9492,3,Pave,NA,5,5,1941,TA,No,Rec,368,BLQ,41,359,768,GasA,TA,WD,Normal,105000
1030,RM,21,1680,3,Pave,NA,6,7,1972,TA,No,BLQ,317,Unf,0,355,672,GasA,Gd,WD,Normal,118000
1031,RH,NA,7082,3,Pave,NA,5,8,1916,TA,Mn,Unf,0,Unf,0,686,686,GasA,Gd,WD,Normal,160000
1032,RL,102,,3,Pave,NA,7,3,1920,TA,No,GLQ,523,Unf,0,301,824,GasA,Ex,WD,Normal,197000
1033,RL,NA,14541,3,Pave,NA,8,7,1993,Gd,No,GLQ,1012,Unf,0,326,1338,GasA,Ex,WD,Abnorml,310000
1034,RL,NA,8125,3,Pave,NA,7,5,2002,TA,No,GLQ,986,Unf,0,668,1654,GasA,Ex,WD,Normal,230000
1035,RL,50,6305,2,Pave,NA,5,7,1938,Fa,No,Unf,0,Unf,0,920,920,GasA,Ex,WD,Normal,119750
1036,RL,NA,11500,4,Pave,NA,4,3,1957,NA,NA,NA,0,NA,0,0,0,GasA,Ex,WD,Normal,84000
1037,RL,89,12898,3,Pave,NA,9,5,2007,TA,Gd,GLQ,1022,Unf,0,598,1620,GasA,Ex,WD,Normal,315500
1038,RL,NA,9240,3,Pave,NA,8,5,2001,TA,No,Unf,0,Unf,0,1055,1055,GasA,Ex,WD,Normal,287000
1039,RM,21,1533,3,Pave,NA,4,6,1970,TA,No,Unf,0,Unf,0,546,546,GasA,TA,WD,Normal,97000
1040,RM,21,1477,2,Pave,NA,4,4,1970,TA,Av,GLQ,509,Unf,0,121,630,GasA,TA,WD,Normal,80000
1041,RL,88,13125,4,Pave,NA,5,4,1957,TA,No,Rec,168,BLQ,682,284,1134,GasA,Ex,WD,Normal,155000
1042,RL,NA,9130,4,Pave,NA,6,8,1966,TA,No,GLQ,400,Rec,64,336,800,GasA,Gd,WD,Normal,173000
1043,RL,34,5381,4,Pave,NA,6,5,2005,TA,Av,ALQ,900,Unf,0,406,1306,GasA,Ex,WD,Normal,196000
1044,RL,86,11839,4,Pave,NA,7,5,1990,TA,No,GLQ,1085,Unf,0,390,1475,GasA,Ex,WD,Normal,262280
1045,RL,80,9600,3,Pave,NA,8,5,1981,TA,No,ALQ,1104,Unf,0,1420,2524,GasA,TA,WD,Normal,278000
1046,RL,NA,13680,3,Pave,NA,3,5,1955,NA,NA,NA,0,NA,0,0,0,GasA,Ex,WD,Normal,139600
1047,RL,85,16056,3,Pave,NA,9,5,2005,TA,Av,GLQ,240,Unf,0,1752,1992,GasA,Ex,New,Partial,556581
1048,RL,57,9245,3,Pave,NA,5,5,1994,TA,No,GLQ,686,Unf,0,304,990,GasA,Ex,WD,Normal,145000
1049,RL,100,21750,3,Pave,NA,5,4,1960,NA,NA,NA,0,NA,0,0,0,GasA,TA,WD,Normal,115000
1050,RL,60,11100,3,Pave,NA,4,7,1946,NA,NA,NA,0,NA,0,0,0,GasA,Ex,WD,Abnorml,84900
1051,RL,73,8993,2,Pave,NA,7,5,2007,TA,Av,Unf,0,Unf,0,1302,1302,GasA,Ex,New,Partial,176485
1052,RL,103,11175,3,Pave,NA,7,5,2007,TA,Av,Unf,0,Unf,0,1316,1316,GasA,Ex,New,Partial,200141
1053,RL,100,9500,3,Pave,NA,6,6,1964,TA,No,Rec,442,Unf,0,374,816,GasA,TA,WD,Normal,165000
1054,RL,68,8562,0,Pave,NA,5,6,1957,TA,Av,Rec,383,Unf,0,833,1216,GasA,Ex,WD,Normal,144500
1055,RL,90,11367,3,Pave,NA,8,5,2002,TA,Mn,GLQ,932,Unf,0,133,1065,GasA,Ex,WD,Normal,255000
1056,RL,104,11361,3,Pave,NA,6,5,1976,TA,No,ALQ,644,Unf,0,549,1193,GasA,TA,COD,Abnorml,180000
1057,RL,43,7052,3,Pave,NA,7,5,2005,TA,Av,GLQ,659,Unf,0,705,1364,GasA,Ex,WD,Normal,185850
1058,RL,NA,29959,3,Pave,NA,7,6,1994,TA,No,GLQ,595,Unf,0,378,973,GasA,Ex,WD,Normal,248000
1059,RL,96,11308,3,Pave,NA,9,5,2008,TA,Av,GLQ,936,Unf,0,168,1104,GasA,Ex,WD,Normal,335000
1060,RL,NA,11275,3,Pave,NA,6,7,1932,TA,Mn,Rec,297,LwQ,557,0,854,GasA,TA,WD,Normal,220000
1061,RL,41,4920,3,Pave,NA,8,5,2001,TA,Mn,GLQ,616,Unf,0,722,1338,GasA,Ex,WD,Normal,213500
1062,C (all),120,18000,3,Grvl,NA,3,4,1935,TA,No,Unf,0,Unf,0,894,894,GasA,TA,ConLD,Normal,81000
1063,RM,85,13600,3,Pave,Grvl,5,5,1900,TA,No,Unf,0,Unf,0,662,662,GasA,TA,WD,Normal,90000
1064,RM,50,6000,3,Pave,NA,6,6,1925,TA,No,BLQ,397,Unf,0,706,1103,GasA,Gd,WD,Normal,110500
1065,RL,NA,,3,Pave,NA,5,6,1966,TA,Mn,BLQ,740,Rec,230,184,1154,GasA,Ex,WD,Normal,154000
1066,RL,80,14000,3,Pave,NA,7,5,1996,TA,Gd,GLQ,1201,Unf,0,105,1306,GasA,Ex,WD,Normal,328000
1067,RL,59,7837,3,Pave,NA,6,7,1993,TA,No,Unf,0,Unf,0,799,799,GasA,Gd,WD,Normal,178000
1068,RL,80,9760,3,Pave,NA,6,6,1964,TA,Gd,GLQ,674,LwQ,106,0,780,GasA,TA,WD,Normal,167900
1069,RM,42,3964,3,Pave,NA,6,4,1973,TA,No,ALQ,837,Unf,0,105,942,GasA,Gd,WD,Normal,151400
1070,RL,60,9600,3,Pave,NA,5,7,1949,TA,No,ALQ,220,Unf,0,625,845,GasA,TA,WD,Normal,135000
1071,RL,72,10152,3,Pave,NA,5,5,1956,TA,No,BLQ,586,Unf,0,462,1048,GasA,TA,WD,Normal,135000
1072,RL,78,11700,3,Pave,NA,6,6,1968,TA,No,Rec,298,Unf,0,429,727,GasA,Ex,WD,Normal,154000
1073,RL,50,7585,3,Pave,NA,5,3,1948,Fa,Mn,Unf,0,Unf,0,810,810,GasA,Fa,WD,Normal,91500
1074,RL,75,7950,3,Pave,NA,6,6,1977,TA,No,BLQ,535,Unf,0,155,690,GasA,TA,WD,Normal,159500
1075,RL,74,8556,4,Pave,NA,7,5,2006,TA,Av,Unf,0,Unf,0,1240,1240,GasA,Ex,WD,Normal,194000
1076,RL,75,13125,3,Pave,NA,7,6,1940,TA,No,BLQ,410,Unf,0,390,800,GasA,TA,CWD,Normal,219500
1077,RL,60,10800,1,Pave,Grvl,5,8,1936,TA,No,ALQ,626,Unf,0,170,796,GasA,Gd,WD,Normal,170000
1078,RL,NA,15870,3,Pave,NA,5,5,1969,TA,Mn,BLQ,75,Rec,791,230,1096,GasA,Ex,WD,Abnorml,138800
1079,RM,37,4435,2,Pave,NA,6,5,2004,TA,Mn,GLQ,662,Unf,0,186,848,GasA,Ex,WD,Normal,155900
1080,RL,65,8775,3,Pave,NA,5,5,1994,TA,No,GLQ,495,Unf,0,495,990,GasA,Gd,WD,Normal,126000
1081,RL,80,11040,3,Pave,NA,6,7,1971,TA,No,ALQ,656,Unf,0,602,1258,GasA,Ex,COD,Abnorml,145000
1082,RL,75,7500,3,Pave,NA,5,5,1963,TA,No,ALQ,824,Unf,0,216,1040,GasA,Fa,WD,Normal,133000
1083,RL,70,8749,2,Pave,NA,7,5,2002,TA,No,Unf,0,Unf,0,1459,1459,GasA,Ex,WD,Normal,192000
1084,RL,80,8800,2,Pave,NA,6,6,1964,TA,No,BLQ,553,Unf,0,698,1251,GasA,TA,WD,Normal,160000
1085,RL,NA,13031,3,Pave,NA,6,5,1995,TA,No,ALQ,592,Unf,0,99,691,GasA,Gd,WD,Normal,187500
1086,RL,73,9069,2,Pave,NA,6,6,1992,TA,Av,GLQ,747,Unf,0,189,936,GasA,Ex,WD,Normal,147000
1087,RM,NA,1974,3,Pave,NA,4,5,1973,TA,No,BLQ,334,Unf,0,212,546,GasA,TA,WD,Normal,83500
1088,FV,85,10574,5,Pave,NA,8,5,2005,TA,Mn,Unf,0,Unf,0,1082,1082,GasA,Ex,WD,Normal,252000
1089,RM,24,2522,3,Pave,NA,7,5,2004,TA,No,Unf,0,Unf,0,970,970,GasA,Ex,WD,Normal,137500
1090,FV,37,3316,2,Pave,Pave,8,5,2005,TA,No,GLQ,1039,Unf,0,208,1247,GasA,Ex,WD,Normal,197000
1091,RL,60,8544,2,Pave,NA,3,4,1950,NA,NA,NA,0,NA,0,0,0,Wall,Fa,WD,Normal,92900
1092,FV,24,2160,2,Pave,Pave,7,5,1999,TA,No,BLQ,510,Unf,0,90,600,GasA,Ex,WD,Normal,160000
1093,RL,60,8400,2,Pave,NA,6,5,1925,TA,No,Rec,423,Unf,0,758,1181,GasA,Fa,WD,Normal,136500
1094,RL,71,9230,4,Pave,NA,5,8,1965,TA,Mn,GLQ,661,Unf,0,203,864,GasA,Gd,WD,Normal,146000
1095,RL,74,5868,2,Pave,NA,5,7,1956,TA,No,BLQ,248,Rec,240,448,936,GasA,Ex,WD,Normal,129000
1096,RL,78,9317,2,Pave,NA,6,5,2006,TA,No,GLQ,24,Unf,0,1290,1314,GasA,Gd,WD,Normal,176432
1097,RM,60,,3,Pave,NA,6,7,1914,TA,No,Unf,0,Unf,0,684,684,GasA,TA,WD,Normal,127000
1098,RL,NA,3696,6,Pave,NA,8,5,1986,TA,No,Unf,0,Unf,0,1074,1074,GasA,Ex,WD,Normal,170000
1099,RM,50,6000,3,Pave,NA,4,6,1936,TA,No,BLQ,672,Unf,0,0,672,GasA,TA,WD,Normal,128000
1100,RL,82,11880,2,Pave,NA,7,5,1978,TA,No,ALQ,704,Unf,0,567,1271,GasA,TA,COD,Abnorml,157000
1101,RL,60,8400,2,Pave,NA,2,5,1920,Fa,No,Rec,290,Unf,0,0,290,GasA,TA,WD,Normal,60000
1102,RL,61,9758,3,Pave,NA,5,5,1971,TA,No,BLQ,412,LwQ,287,251,950,GasA,TA,WD,Normal,119500
1103,RL,70,7000,3,Pave,NA,5,7,1960,TA,No,Rec,588,Unf,0,422,1010,GasA,Ex,WD,Family,135000
1104,RL,79,8910,4,Pave,NA,6,6,1959,TA,Mn,ALQ,655,Unf,0,0,655,GasA,Ex,WD,Normal,159500
1105,RM,24,2016,2,Pave,NA,5,5,1970,TA,No,Unf,0,Unf,0,630,630,GasA,TA,WD,Normal,106000
1106,RL,98,12256,4,Pave,NA,8,5,1994,TA,Av,GLQ,1032,Unf,0,431,1463,GasA,Ex,WD,Normal,325000
1107,RL,114,10357,3,Pave,NA,7,5,1990,TA,Mn,GLQ,738,Unf,0,172,910,GasA,Gd,WD,Normal,179900
1108,RL,168,23257,3,Pave,NA,7,5,2006,Gd,No,Unf,0,Unf,0,868,868,GasA,Ex,New,Partial,274725
1109,RL,NA,8063,3,Pave,NA,6,5,2000,TA,No,Unf,0,Unf,0,924,924,GasA,Ex,WD,Abnorml,181000
1110,RL,107,11362,2,Pave,NA,8,5,2004,TA,Mn,GLQ,1039,Unf,0,797,1836,GasA,Ex,WD,Normal,280000
1111,RL,NA,8000,4,Pave,NA,6,5,1995,TA,No,GLQ,219,Unf,0,554,773,GasA,Gd,WD,Normal,188000
1112,RL,80,10480,1,Pave,NA,7,6,1976,TA,No,ALQ,403,Unf,0,400,803,GasA,TA,WD,Normal,205000
1113,RL,73,7100,3,Pave,NA,5,7,1957,TA,No,GLQ,708,Unf,0,108,816,GasA,TA,WD,Normal,129900
1114,RL,66,8923,2,Pave,NA,5,7,1953,TA,No,BLQ,643,Unf,0,365,1008,GasA,Gd,WD,Normal,134500
1115,RL,90,5400,3,Pave,NA,5,7,1954,TA,No,Rec,415,Unf,0,418,833,GasA,Ex,WD,Normal,117000
1116,RL,93,12085,3,Pave,NA,8,5,2007,TA,No,GLQ,1004,Unf,0,730,1734,GasA,Ex,New,Partial,318000
1117,RL,NA,7750,3,Pave,NA,8,5,2002,TA,No,GLQ,353,Unf,0,55,408,GasA,Ex,WD,Normal,184100
1118,RL,57,9764,2,Pave,NA,5,7,1967,TA,No,BLQ,702,Unf,0,192,894,GasA,Ex,WD,Normal,130000
1119,RL,85,13825,1,Pave,NA,5,6,1958,TA,No,Unf,0,Unf,0,533,533,GasA,TA,WD,Normal,140000
1120,RL,70,7560,4,Pave,NA,5,5,1959,TA,No,LwQ,369,Unf,0,671,1040,GasA,TA,WD,Normal,133700
1121,RM,59,8263,3,Pave,NA,6,5,1920,TA,No,Unf,0,Unf,0,1012,1012,GasA,TA,WD,Normal,118400
1122,RL,84,10084,2,Pave,NA,7,5,2005,TA,Av,GLQ,24,Unf,0,1528,1552,GasA,Ex,New,Partial,212900
1123,RL,NA,8926,2,Pave,NA,4,3,1956,TA,No,Unf,0,Unf,0,672,672,GasA,Ex,COD,Abnorml,112000
1124,RL,50,9405,2,Pave,NA,5,9,1947,TA,No,Unf,0,Unf,0,698,698,GasA,Ex,WD,Normal,118000
1125,RL,NA,9125,3,Pave,NA,7,5,1992,TA,No,Unf,0,Unf,0,384,384,GasA,Gd,WD,Normal,163900
1126,RL,60,10434,1,Pave,NA,4,5,1955,TA,No,Unf,0,Unf,0,1005,1005,GasA,TA,WD,Normal,115000
1127,RL,53,3684,3,Pave,NA,7,5,2007,TA,No,Unf,0,Unf,0,1373,1373,GasA,Ex,WD,Normal,174000
1128,RL,182,14572,3,Pave,NA,7,5,2004,TA,Av,GLQ,1300,Unf,0,230,1530,GasA,Ex,WD,Family,259000
1129,RL,59,11796,2,Pave,NA,7,5,2004,TA,Av,Unf,0,Unf,0,847,847,GasA,Ex,WD,Normal,215000
1130,RM,60,7200,2,Pave,Grvl,5,5,1980,TA,Gd,GLQ,936,Unf,0,0,936,GasA,TA,WD,Normal,140000
1131,RL,65,,4,Pave,NA,4,3,1928,TA,No,BLQ,622,Unf,0,500,1122,GasA,TA,WD,Normal,135000
1132,RL,63,10712,3,Pave,NA,5,5,1991,TA,Mn,BLQ,212,Unf,0,762,974,GasA,TA,Oth,Abnorml,93500
1133,RM,90,9900,2,Pave,NA,6,4,1880,TA,Mn,Unf,0,Unf,0,1008,1008,GasW,TA,WD,Normal,117500
1134,RL,80,9828,3,Pave,NA,8,5,1995,TA,No,GLQ,584,Unf,0,544,1128,GasA,Ex,WD,Normal,239500
1135,RL,57,8773,2,Pave,NA,6,5,1997,TA,Av,Unf,0,Unf,0,916,916,GasA,Gd,WD,Normal,169000
1136,RM,60,6180,2,Pave,NA,6,5,1926,TA,No,Unf,0,Unf,0,960,960,GasA,TA,WD,Normal,102000
1137,RL,80,9600,3,Pave,NA,6,5,1950,TA,No,BLQ,280,Unf,0,752,1032,GasA,TA,WD,Abnorml,119000
1138,RL,54,6342,5,Pave,NA,5,8,1875,TA,No,Unf,0,Unf,0,780,780,GasA,Gd,WD,Normal,94000
1139,RL,NA,9819,3,Pave,NA,6,5,1977,TA,Gd,ALQ,1567,Unf,0,0,1567,GasA,TA,WD,Normal,196000
1140,RL,98,8731,2,Pave,NA,5,5,1920,TA,No,BLQ,645,Unf,0,270,915,GasA,TA,WD,Normal,144000
1141,RL,60,7350,0,Pave,NA,5,7,1951,TA,Mn,ALQ,852,Unf,0,100,952,GasA,TA,COD,Abnorml,139000
1142,RL,NA,10304,3,Pave,NA,5,7,1976,TA,No,ALQ,381,Unf,0,399,780,GasA,Ex,WD,Normal,197500
1143,RL,77,9965,2,Pave,NA,8,5,2006,TA,Gd,GLQ,1150,Unf,0,316,1466,GasA,Ex,New,Partial,424870
1144,RL,NA,9000,3,Pave,NA,5,3,1959,TA,No,GLQ,288,Unf,0,718,1006,GasA,TA,WD,Normal,80000
1145,RL,60,12180,3,Pave,NA,4,4,1941,TA,No,BLQ,348,Unf,0,324,672,Grav,Fa,WD,Normal,80000
1146,RM,52,6240,1,Pave,NA,5,6,1928,TA,No,Unf,0,Unf,0,1042,1042,GasA,Ex,WD,Family,149000
1147,RL,NA,11200,3,Pave,NA,6,5,1985,TA,No,GLQ,1258,Unf,0,40,1298,GasA,TA,WD,Normal,180000
1148,RL,75,12000,3,Pave,NA,7,7,1941,TA,No,Rec,275,Unf,0,429,704,GasA,Ex,WD,Normal,174500
1149,RM,NA,5700,3,Pave,NA,7,7,1926,TA,No,Unf,0,Unf,0,572,572,GasA,TA,WD,Normal,116900
1150,RM,50,9000,2,Pave,NA,7,9,1920,TA,No,ALQ,624,Unf,0,26,650,GasA,Ex,WD,Normal,143000
1151,RL,57,8280,3,Pave,NA,6,5,1950,TA,No,Unf,0,Unf,0,932,932,GasA,Ex,WD,Normal,124000
1152,RL,134,17755,3,Pave,NA,5,4,1959,TA,No,BLQ,176,Unf,0,1290,1466,GasA,TA,WD,Normal,149900
1153,RL,90,14115,2,Pave,NA,6,7,1956,TA,No,ALQ,296,GLQ,547,230,1073,GasA,Ex,WD,Abnorml,230000
1154,RM,NA,5890,3,Pave,NA,6,8,1930,TA,Av,ALQ,538,Unf,0,278,816,GasA,Ex,WD,Normal,120500
1155,RL,NA,13700,2,Pave,NA,7,6,1965,TA,Gd,ALQ,454,Unf,0,410,864,GasA,TA,WD,Normal,201800
1156,RL,90,10768,2,Pave,NA,5,8,1976,TA,Gd,ALQ,1157,Unf,0,280,1437,GasA,TA,WD,Normal,218000
1157,RL,85,9350,3,Pave,NA,5,8,1965,TA,Gd,ALQ,633,Unf,0,586,1219,GasA,Gd,WD,Normal,179900
1158,RL,34,5001,1,Pave,NA,7,5,2007,TA,No,GLQ,904,Unf,0,410,1314,GasA,Ex,WD,Normal,230000
1159,RL,92,11932,3,Pave,NA,8,5,2007,TA,No,Unf,0,Unf,0,1580,1580,GasA,Ex,ConLD,Partial,235128
1160,RL,76,9120,3,Pave,NA,6,6,1974,TA,No,ALQ,442,Unf,0,459,901,GasA,TA,WD,Normal,185000
1161,RL,24,2280,3,Pave,NA,6,5,1978,TA,No,ALQ,311,Unf,0,544,855,GasA,Fa,WD,Normal,146000
1162,RL,NA,14778,3,Pave,NA,6,7,1954,TA,No,BLQ,728,Unf,0,568,1296,GasA,Ex,WD,Normal,224000
1163,RL,109,8724,4,Pave,NA,5,5,1968,TA,No,BLQ,492,Unf,0,402,894,GasA,Gd,WD,Normal,129000
1164,RL,60,12900,3,Pave,NA,4,4,1969,TA,Av,GLQ,1198,Unf,0,0,1198,GasA,TA,WD,Alloca,108959
1165,RL,NA,16157,4,Pave,NA,5,7,1978,TA,Gd,ALQ,680,Rec,391,289,1360,GasA,Ex,WD,Normal,194000
1166,RL,79,9541,3,Pave,NA,7,5,2009,TA,No,Unf,0,Unf,0,1502,1502,GasA,Ex,New,Partial,233170
1167,RL,64,10475,2,Pave,NA,8,5,2008,TA,Av,Unf,0,Unf,0,1694,1694,GasA,Ex,WD,Normal,245350
1168,RL,58,10852,3,Pave,NA,6,5,2000,TA,No,GLQ,786,Unf,0,173,959,GasA,Ex,WD,Normal,173000
1169,RL,120,13728,5,Pave,NA,6,7,1935,TA,No,Rec,626,Unf,0,501,1127,GasA,Ex,WD,Normal,235000
1170,RL,118,35760,4,Pave,NA,10,5,1995,TA,Gd,GLQ,1387,Unf,0,543,1930,GasA,Ex,WD,Normal,625000
1171,RL,76,9880,4,Pave,NA,6,6,1977,TA,Av,ALQ,522,Unf,0,574,1096,GasA,TA,WD,Normal,171000
1172,RL,76,9120,4,Pave,NA,6,6,1958,TA,No,ALQ,662,Unf,0,599,1261,GasA,Ex,WD,Normal,163000
1173,FV,35,4017,2,Pave,Pave,7,5,2006,TA,No,Unf,0,Unf,0,625,625,GasA,Ex,WD,Normal,171900
1174,RL,138,18030,3,Pave,NA,5,6,1946,TA,No,Rec,152,BLQ,469,977,1598,GasA,TA,WD,Normal,200500
1175,RL,80,16560,2,Pave,NA,6,8,1932,TA,No,Rec,503,Unf,0,449,952,GasA,TA,WD,Normal,239000
1176,RL,85,10678,4,Pave,NA,8,5,1992,TA,No,GLQ,700,Unf,0,983,1683,GasA,Ex,WD,Normal,285000
1177,RL,37,6951,2,Pave,NA,5,5,1984,TA,No,ALQ,658,Unf,0,218,876,GasA,TA,WD,Normal,119500
1178,RM,NA,3950,3,Pave,Grvl,6,8,1926,TA,No,Rec,468,Unf,0,350,818,GasA,TA,WD,Normal,115000
1179,RL,54,7681,3,Pave,NA,5,6,1921,TA,No,Unf,0,Unf,0,731,731,GasA,Ex,WD,Normal,154900
1180,RL,77,8335,3,Pave,NA,5,5,1954,NA,NA,NA,0,NA,0,0,0,GasA,Gd,WD,Normal,93000
1181,RL,NA,11170,3,Pave,NA,7,5,1990,TA,No,LwQ,1216,Unf,0,0,1216,GasA,Ex,WD,Normal,250000
1182,RM,64,5587,2,Pave,NA,8,5,2008,TA,Gd,GLQ,1480,Unf,0,120,1600,GasA,Ex,New,Partial,392500
1183,RL,160,15623,3,Pave,NA,10,5,1996,TA,Av,GLQ,2096,Unf,0,300,2396,GasA,Ex,WD,Abnorml,745000
1184,RL,60,10800,3,Pave,Grvl,5,6,1920,TA,No,Rec,821,Unf,0,299,1120,GasA,Ex,WD,Normal,120000
1185,RL,50,35133,3,Grvl,NA,5,4,1963,TA,Gd,Rec,1159,Unf,0,413,1572,GasA,Gd,WD,Normal,186700
1186,RL,60,9738,2,Pave,NA,5,7,1924,TA,No,BLQ,392,Unf,0,392,784,GasA,Gd,WD,Normal,104900
1187,RL,107,10615,3,Pave,NA,3,5,1900,TA,Mn,BLQ,440,Unf,0,538,978,GasA,TA,WD,Abnorml,95000
1188,RL,89,12461,2,Pave,NA,8,5,1994,TA,No,GLQ,1456,Unf,0,168,1624,GasA,Ex,WD,Normal,262000
1189,RL,68,8935,3,Pave,NA,7,5,2002,TA,No,Unf,0,Unf,0,831,831,GasA,Ex,WD,Normal,195000
1190,RL,60,7500,2,Pave,NA,7,5,1999,TA,No,Unf,0,Unf,0,994,994,GasA,Gd,WD,Normal,189000
1191,RL,NA,32463,3,Pave,NA,4,4,1961,TA,Av,BLQ,1159,Unf,0,90,1249,GasA,Ex,WD,Normal,168000
1192,FV,24,2645,4,Pave,Pave,8,5,1999,TA,No,Unf,0,Unf,0,776,776,GasA,Ex,WD,Normal,174000
1193,RM,60,9600,2,Pave,Grvl,5,8,1925,TA,Mn,Unf,0,Unf,0,702,702,GasA,Gd,WD,Normal,125000
1194,RM,NA,4500,4,Pave,NA,6,5,1999,TA,No,GLQ,883,Unf,0,341,1224,GasA,Ex,WD,Normal,165000
1195,RL,80,9364,2,Pave,NA,6,7,1969,TA,No,ALQ,371,Unf,0,292,663,GasA,TA,WD,Normal,158000
1196,RL,51,8029,4,Pave,NA,6,5,2005,TA,No,Unf,0,Unf,0,728,728,GasA,Ex,WD,Normal,176000
1197,RL,58,14054,3,Pave,NA,7,5,2006,TA,Av,Unf,0,Unf,0,879,879,GasA,Ex,New,Partial,219210
1198,RM,65,,3,Pave,NA,7,6,1916,TA,No,Unf,0,Unf,0,815,815,GasA,Ex,ConLw,Normal,144000
1199,RL,70,9100,4,Pave,NA,7,5,2001,TA,No,Unf,0,Unf,0,1212,1212,GasA,Ex,WD,Normal,178000
1200,RL,75,11235,4,Pave,NA,4,5,1963,TA,No,Rec,547,Unf,0,504,1051,GasA,Gd,WD,Normal,148000
1201,RL,71,9353,2,Pave,NA,4,5,1970,TA,No,Unf,0,Unf,0,864,864,GasA,Gd,Oth,Abnorml,116050
1202,RL,80,10400,2,Pave,NA,7,5,1998,TA,Av,Unf,0,Unf,0,866,866,GasA,Ex,WD,Normal,197900
1203,RM,50,6000,3,Pave,NA,5,8,1925,TA,No,Unf,0,Unf,0,884,884,GasA,Ex,WD,Normal,117000
1204,RL,75,9750,2,Pave,NA,7,5,2000,TA,No,Unf,0,Unf,0,1630,1630,GasA,Ex,WD,Normal,213000
1205,RL,78,10140,1,Pave,NA,5,6,1975,TA,No,ALQ,788,Unf,0,268,1056,GasA,Ex,WD,Normal,153500
1206,RL,90,14684,2,Pave,NA,7,7,1990,TA,Mn,ALQ,485,BLQ,177,1496,2158,GasA,Gd,WD,Normal,271900
1207,RH,NA,8900,3,Pave,NA,4,4,1966,TA,No,Rec,1056,Unf,0,0,1056,GasA,TA,WD,Normal,107000
1208,RL,70,9135,3,Pave,NA,6,5,2003,TA,Av,GLQ,340,Unf,0,1342,1682,GasA,Ex,WD,Normal,200000
1209,RL,70,7763,3,Pave,NA,5,7,1962,TA,No,Rec,504,BLQ,108,319,931,GasA,TA,WD,Normal,140000
1210,RL,85,10182,4,Pave,NA,8,5,2006,TA,Mn,GLQ,1220,Unf,0,440,1660,GasA,Ex,New,Partial,290000
1211,RL,70,11218,3,Pave,NA,6,5,1992,TA,No,Unf,0,Unf,0,1055,1055,GasA,Ex,WD,Normal,189000
1212,RL,152,12134,2,Pave,NA,8,7,1988,TA,Av,GLQ,427,Unf,0,132,559,GasA,Gd,WD,Normal,164000
1213,RL,50,9340,2,Pave,NA,4,6,1941,TA,No,Rec,344,Unf,0,328,672,GasA,TA,WD,Normal,113000
1214,RL,NA,10246,2,Pave,NA,4,9,1965,Gd,Av,GLQ,648,Unf,0,0,648,GasA,Ex,WD,Normal,145000
1215,RL,69,10205,2,Pave,NA,5,5,1962,TA,Av,BLQ,784,Unf,0,141,925,GasA,TA,WD,Normal,134500
1216,RL,99,7094,3,Pave,NA,5,5,1966,TA,No,Rec,180,LwQ,374,340,894,GasA,TA,WD,Normal,125000
1217,RM,68,8930,3,Pave,NA,6,5,1978,NA,NA,NA,0,NA,0,0,0,GasA,TA,WD,Normal,112000
1218,FV,72,8640,4,Pave,NA,8,5,2009,TA,Mn,GLQ,936,Unf,0,364,1300,GasA,Ex,New,Partial,229456
1219,RM,52,6240,3,Pave,NA,4,5,1947,NA,NA,NA,0,NA,0,0,0,GasA,Gd,WD,Normal,80500
1220,RM,21,1680,3,Pave,NA,6,5,1971,TA,No,Unf,0,Unf,0,672,672,GasA,TA,WD,Abnorml,91500
1221,RL,66,7800,4,Pave,NA,5,5,1964,TA,No,Rec,312,LwQ,600,0,912,GasA,TA,WD,Abnorml,115000
1222,RL,55,8250,4,Pave,NA,5,5,1968,TA,No,BLQ,250,LwQ,492,210,952,GasA,Ex,WD,Normal,134000
1223,RL,78,10496,4,Pave,NA,6,6,1949,TA,Mn,Rec,196,Unf,0,844,1040,GasA,Ex,WD,Normal,143000
1224,RL,89,10680,4,Pave,NA,5,3,1951,Fa,No,LwQ,756,Unf,0,1380,2136,GasA,TA,WD,Normal,137900
1225,RL,60,15384,3,Pave,NA,7,5,2004,TA,Av,GLQ,724,Unf,0,64,788,GasA,Ex,WD,Normal,184000
1226,RL,65,10482,3,Pave,NA,6,8,1958,TA,Av,GLQ,507,Unf,0,81,588,GasA,Ex,WD,Normal,145000
1227,RL,86,14598,2,Pave,NA,6,5,2007,TA,Mn,Unf,0,Unf,0,894,894,GasA,Ex,WD,Normal,214000
1228,RL,72,8872,3,Pave,NA,5,8,1965,TA,No,ALQ,595,Unf,0,317,912,GasA,Ex,WD,Normal,147000
1229,RL,65,8769,2,Pave,NA,9,5,2008,TA,No,GLQ,1540,Unf,0,162,1702,GasA,Ex,New,Partial,367294
1230,RL,70,7910,3,Pave,NA,5,5,1960,TA,No,ALQ,666,Unf,0,409,1075,GasA,Gd,WD,Normal,127000
1231,RL,NA,18890,3,Pave,NA,5,5,1977,TA,No,GLQ,498,Rec,211,652,1361,GasA,Ex,WD,Normal,190000
1232,RL,70,7728,3,Pave,NA,5,6,1962,TA,Av,ALQ,803,Unf,0,303,1106,GasA,TA,WD,Normal,132500
